layercount 138
colorcount 1415
0.4 0.19607843137254902 0.7568627450980392
0.7568627450980392 0.5019607843137255 0.19607843137254902
0.7568627450980392 0.19607843137254902 0.5019607843137255
0.19607843137254902 0.7568627450980392 0.2980392156862745
0.4 0.7568627450980392 0.19607843137254902
0.19607843137254902 0.6039215686274509 0.7568627450980392
0.19607843137254902 0.2980392156862745 0.7568627450980392
0.7568627450980392 0.19607843137254902 0.19607843137254902
0.7058823529411765 0.19607843137254902 0.7568627450980392
0.19607843137254902 0.7568627450980392 0.6039215686274509
0.7058823529411765 0.7568627450980392 0.19607843137254902
0.30980392156862746 0.6666666666666666 0.2235294117647059
0.6666666666666666 0.2235294117647059 0.49019607843137253
0.6666666666666666 0.2235294117647059 0.2235294117647059
0.5764705882352941 0.6666666666666666 0.2235294117647059
0.2235294117647059 0.6666666666666666 0.4
0.2235294117647059 0.6666666666666666 0.6666666666666666
0.5764705882352941 0.2235294117647059 0.6666666666666666
0.6666666666666666 0.49019607843137253 0.2235294117647059
0.2235294117647059 0.4 0.6666666666666666
0.30980392156862746 0.2235294117647059 0.6666666666666666
0.6784313725490196 0.21568627450980393 0.49411764705882355
0.21568627450980393 0.6784313725490196 0.4
0.6784313725490196 0.21568627450980393 0.21568627450980393
0.5843137254901961 0.6784313725490196 0.21568627450980393
0.5843137254901961 0.21568627450980393 0.6784313725490196
0.21568627450980393 0.4 0.6784313725490196
0.6784313725490196 0.49411764705882355 0.21568627450980393
0.30980392156862746 0.21568627450980393 0.6784313725490196
0.30980392156862746 0.6784313725490196 0.21568627450980393
0.21568627450980393 0.6784313725490196 0.6784313725490196
0.8235294117647058 0.10196078431372549 0.10196078431372549
0.10196078431372549 0.8235294117647058 0.4627450980392157
0.4627450980392157 0.10196078431372549 0.8235294117647058
0.10196078431372549 0.4627450980392157 0.8235294117647058
0.10196078431372549 0.10196078431372549 0.8235294117647058
0.8235294117647058 0.4627450980392157 0.10196078431372549
0.10196078431372549 0.8235294117647058 0.8235294117647058
0.10196078431372549 0.8235294117647058 0.10196078431372549
0.8235294117647058 0.8235294117647058 0.10196078431372549
0.8235294117647058 0.10196078431372549 0.8235294117647058
0.4627450980392157 0.8235294117647058 0.10196078431372549
0.8235294117647058 0.10196078431372549 0.4627450980392157
0.10980392156862745 0.9882352941176471 0.9882352941176471
0.9882352941176471 0.6352941176470588 0.10980392156862745
0.9882352941176471 0.10980392156862745 0.6352941176470588
0.9882352941176471 0.10980392156862745 0.10980392156862745
0.8117647058823529 0.10980392156862745 0.9882352941176471
0.8117647058823529 0.9882352941176471 0.10980392156862745
0.28627450980392155 0.9882352941176471 0.10980392156862745
0.10980392156862745 0.4627450980392157 0.9882352941176471
0.10980392156862745 0.9882352941176471 0.4627450980392157
0.28627450980392155 0.10980392156862745 0.9882352941176471
0.03529411764705882 0.15294117647058825 0.6941176470588235
0.6941176470588235 0.03529411764705882 0.03529411764705882
0.6941176470588235 0.03529411764705882 0.396078431372549
0.27450980392156865 0.03529411764705882 0.6941176470588235
0.6352941176470588 0.6941176470588235 0.03529411764705882
0.6941176470588235 0.396078431372549 0.03529411764705882
0.03529411764705882 0.5137254901960784 0.6941176470588235
0.27450980392156865 0.6941176470588235 0.03529411764705882
0.03529411764705882 0.6941176470588235 0.15294117647058825
0.03529411764705882 0.6941176470588235 0.5137254901960784
0.6352941176470588 0.03529411764705882 0.6941176470588235
0.9803921568627451 0.054901960784313725 0.054901960784313725
0.796078431372549 0.054901960784313725 0.9803921568627451
0.054901960784313725 0.4235294117647059 0.9803921568627451
0.9803921568627451 0.054901960784313725 0.611764705882353
0.054901960784313725 0.9803921568627451 0.9803921568627451
0.054901960784313725 0.9803921568627451 0.4235294117647059
0.796078431372549 0.9803921568627451 0.054901960784313725
0.23921568627450981 0.054901960784313725 0.9803921568627451
0.23921568627450981 0.9803921568627451 0.054901960784313725
0.9803921568627451 0.611764705882353 0.054901960784313725
0.4588235294117647 0.15294117647058825 0.996078431372549
0.15294117647058825 0.996078431372549 0.3058823529411765
0.15294117647058825 0.7647058823529411 0.996078431372549
0.996078431372549 0.611764705882353 0.15294117647058825
0.996078431372549 0.15294117647058825 0.611764705882353
0.15294117647058825 0.996078431372549 0.7647058823529411
0.15294117647058825 0.3058823529411765 0.996078431372549
0.9176470588235294 0.15294117647058825 0.996078431372549
0.4588235294117647 0.996078431372549 0.15294117647058825
0.996078431372549 0.15294117647058825 0.15294117647058825
0.9176470588235294 0.996078431372549 0.15294117647058825
0.8509803921568627 0.5607843137254902 0.12549019607843137
0.7058823529411765 0.12549019607843137 0.8509803921568627
0.27058823529411763 0.8509803921568627 0.12549019607843137
0.8509803921568627 0.12549019607843137 0.12549019607843137
0.12549019607843137 0.8509803921568627 0.8509803921568627
0.27058823529411763 0.12549019607843137 0.8509803921568627
0.8509803921568627 0.12549019607843137 0.5607843137254902
0.7058823529411765 0.8509803921568627 0.12549019607843137
0.12549019607843137 0.41568627450980394 0.8509803921568627
0.12549019607843137 0.8509803921568627 0.41568627450980394
0.5294117647058824 0.027450980392156862 0.7803921568627451
0.7803921568627451 0.5294117647058824 0.027450980392156862
0.7803921568627451 0.027450980392156862 0.027450980392156862
0.5294117647058824 0.7803921568627451 0.027450980392156862
0.027450980392156862 0.5294117647058824 0.7803921568627451
0.027450980392156862 0.7803921568627451 0.027450980392156862
0.027450980392156862 0.027450980392156862 0.7803921568627451
0.7803921568627451 0.027450980392156862 0.5294117647058824
0.027450980392156862 0.7803921568627451 0.5294117647058824
0.9294117647058824 0.25882352941176473 1.0
0.25882352941176473 1.0 0.796078431372549
0.25882352941176473 0.39215686274509803 1.0
0.25882352941176473 0.796078431372549 1.0
0.5254901960784314 0.25882352941176473 1.0
1.0 0.25882352941176473 0.6627450980392157
0.9294117647058824 1.0 0.25882352941176473
1.0 0.6627450980392157 0.25882352941176473
0.25882352941176473 1.0 0.39215686274509803
0.5254901960784314 1.0 0.25882352941176473
1.0 0.25882352941176473 0.25882352941176473
0.8156862745098039 0.8156862745098039 0.2784313725490196
0.2784313725490196 0.2784313725490196 0.8156862745098039
