layercount 72
colorcount 916
0.803921568627451 0.2980392156862745 0.9333333333333333
0.9333333333333333 0.2980392156862745 0.2980392156862745
0.2980392156862745 0.5490196078431373 0.9333333333333333
0.803921568627451 0.9333333333333333 0.2980392156862745
0.2980392156862745 0.9333333333333333 0.5490196078431373
0.6823529411764706 0.19215686274509805 0.19215686274509805
0.6823529411764706 0.5215686274509804 0.19215686274509805
0.5215686274509804 0.6823529411764706 0.19215686274509805
0.19215686274509805 0.19215686274509805 0.6823529411764706
0.5215686274509804 0.19215686274509805 0.6823529411764706
0.19215686274509805 0.5215686274509804 0.6823529411764706
0.19215686274509805 0.6823529411764706 0.19215686274509805
0.19215686274509805 0.6823529411764706 0.5215686274509804
0.6823529411764706 0.19215686274509805 0.5215686274509804
0.9411764705882353 0.14901960784313725 0.6235294117647059
0.3058823529411765 0.9411764705882353 0.14901960784313725
0.9411764705882353 0.14901960784313725 0.14901960784313725
0.7803921568627451 0.9411764705882353 0.14901960784313725
0.14901960784313725 0.9411764705882353 0.9411764705882353
0.3058823529411765 0.14901960784313725 0.9411764705882353
0.14901960784313725 0.4666666666666667 0.9411764705882353
0.7803921568627451 0.14901960784313725 0.9411764705882353
0.14901960784313725 0.9411764705882353 0.4666666666666667
0.9411764705882353 0.6235294117647059 0.14901960784313725
0.8274509803921568 0.1568627450980392 0.49411764705882355
0.49411764705882355 0.8274509803921568 0.1568627450980392
0.1568627450980392 0.8274509803921568 0.49411764705882355
0.8274509803921568 0.1568627450980392 0.8274509803921568
0.1568627450980392 0.1568627450980392 0.8274509803921568
0.49411764705882355 0.1568627450980392 0.8274509803921568
0.8274509803921568 0.8274509803921568 0.1568627450980392
0.1568627450980392 0.49411764705882355 0.8274509803921568
0.8274509803921568 0.1568627450980392 0.1568627450980392
0.1568627450980392 0.8274509803921568 0.1568627450980392
0.1568627450980392 0.8274509803921568 0.8274509803921568
0.8274509803921568 0.49411764705882355 0.1568627450980392
0.7725490196078432 0.23137254901960785 0.9058823529411765
0.7725490196078432 0.9058823529411765 0.23137254901960785
0.9058823529411765 0.23137254901960785 0.5019607843137255
0.5019607843137255 0.23137254901960785 0.9058823529411765
0.23137254901960785 0.9058823529411765 0.23137254901960785
0.9058823529411765 0.7725490196078432 0.23137254901960785
0.9058823529411765 0.23137254901960785 0.23137254901960785
0.23137254901960785 0.5019607843137255 0.9058823529411765
0.5019607843137255 0.9058823529411765 0.23137254901960785
0.23137254901960785 0.23137254901960785 0.9058823529411765
0.9058823529411765 0.23137254901960785 0.7725490196078432
0.23137254901960785 0.7725490196078432 0.9058823529411765
0.23137254901960785 0.9058823529411765 0.7725490196078432
0.23137254901960785 0.9058823529411765 0.5019607843137255
0.9058823529411765 0.5019607843137255 0.23137254901960785
0.7843137254901961 0.7372549019607844 0.1843137254901961
0.1843137254901961 0.6470588235294118 0.7843137254901961
0.5529411764705883 0.1843137254901961 0.7843137254901961
0.7843137254901961 0.1843137254901961 0.1843137254901961
